"ResponseId","sex","age","attention_check","lab","modality","incentive","orientation","info","prq_g_1","prq_g_2","prq_o_1","prq_o_2","prq_a_1","prq_a_2","prq_p_1","prq_p_2","prq_n_1","prq_n_2","prq_w_1","prq_w_2","trial","value","info.pres","just"
"R_3ZQefEnbkTSXhp7",2,23,5,"DNK_01","online","paid","left.c","demand",3,2,3,2,1,1,1,1,1,1,2,2,"stim_lef_lar_mkn",2,"no","left"
"R_3ZQefEnbkTSXhp7",2,23,5,"DNK_01","online","paid","left.c","demand",3,2,3,2,1,1,1,1,1,1,2,2,"stim_rig_lar_mky",2,"yes","right"
"R_3ZQefEnbkTSXhp7",2,23,5,"DNK_01","online","paid","left.c","demand",3,2,3,2,1,1,1,1,1,1,2,2,"stim_rig_sma_mky",2,"yes","right"
"R_34GBeyvh3psuuG6",1,49,4,"POL_01","online","paid","left.c","conform",5,6,5,5,5,5,8,7,5,5,5,8,"stim_lef_sma_mkn",4,"no","left"
"R_34GBeyvh3psuuG6",1,49,4,"POL_01","online","paid","left.c","conform",5,6,5,5,5,5,8,7,5,5,5,8,"stim_lef_lar_mkn",1,"no","left"
"R_34GBeyvh3psuuG6",1,49,4,"POL_01","online","paid","left.c","conform",5,6,5,5,5,5,8,7,5,5,5,8,"stim_rig_lar_mky",7,"yes","right"
"R_34GBeyvh3psuuG6",1,49,4,"POL_01","online","paid","left.c","conform",5,6,5,5,5,5,8,7,5,5,5,8,"stim_rig_sma_mky",7,"yes","right"
"R_7GARTdR318OdAPv",3,32,5,"DNK_01","online","paid","left.c","conform",7,9,9,6,1,1,1,1,1,1,6,1,"stim_lef_sma_mkn",6,"no","left"
"R_7GARTdR318OdAPv",3,32,5,"DNK_01","online","paid","left.c","conform",7,9,9,6,1,1,1,1,1,1,6,1,"stim_lef_lar_mkn",4,"no","left"
"R_7GARTdR318OdAPv",3,32,5,"DNK_01","online","paid","left.c","conform",7,9,9,6,1,1,1,1,1,1,6,1,"stim_rig_lar_mky",4,"yes","right"
"R_7GARTdR318OdAPv",3,32,5,"DNK_01","online","paid","left.c","conform",7,9,9,6,1,1,1,1,1,1,6,1,"stim_rig_sma_mky",6,"yes","right"
"R_5p5spscxbkb2Ryy",2,36,4,"POL_01","online","paid","left.c","demand",7,7,8,7,8,6,7,7,6,8,6,5,"stim_lef_sma_mkn",2,"no","left"
"R_5p5spscxbkb2Ryy",2,36,4,"POL_01","online","paid","left.c","demand",7,7,8,7,8,6,7,7,6,8,6,5,"stim_lef_lar_mkn",2,"no","left"
"R_5p5spscxbkb2Ryy",2,36,4,"POL_01","online","paid","left.c","demand",7,7,8,7,8,6,7,7,6,8,6,5,"stim_rig_lar_mky",1,"yes","right"
"R_5p5spscxbkb2Ryy",2,36,4,"POL_01","online","paid","left.c","demand",7,7,8,7,8,6,7,7,6,8,6,5,"stim_rig_sma_mky",1,"yes","right"
"R_3N4geQRo8HdZu7G",2,63,4,"POL_01","online","paid","left.c","demand",6,7,9,8,9,2,9,9,4,2,9,9,"stim_lef_sma_mkn",4,"no","left"
"R_3N4geQRo8HdZu7G",2,63,4,"POL_01","online","paid","left.c","demand",6,7,9,8,9,2,9,9,4,2,9,9,"stim_lef_lar_mkn",3,"no","left"
"R_3N4geQRo8HdZu7G",2,63,4,"POL_01","online","paid","left.c","demand",6,7,9,8,9,2,9,9,4,2,9,9,"stim_rig_lar_mky",4,"yes","right"
"R_3N4geQRo8HdZu7G",2,63,4,"POL_01","online","paid","left.c","demand",6,7,9,8,9,2,9,9,4,2,9,9,"stim_rig_sma_mky",6,"yes","right"
"R_3FgXbcdwsNys8hz",1,50,3,"POL_01","online","paid","left.c","conform",2,1,8,6,6,5,3,7,5,5,6,8,"stim_lef_sma_mkn",3,"no","left"
"R_3FgXbcdwsNys8hz",1,50,3,"POL_01","online","paid","left.c","conform",2,1,8,6,6,5,3,7,5,5,6,8,"stim_lef_lar_mkn",3,"no","left"
"R_3FgXbcdwsNys8hz",1,50,3,"POL_01","online","paid","left.c","conform",2,1,8,6,6,5,3,7,5,5,6,8,"stim_rig_lar_mky",3,"yes","right"
"R_3FgXbcdwsNys8hz",1,50,3,"POL_01","online","paid","left.c","conform",2,1,8,6,6,5,3,7,5,5,6,8,"stim_rig_sma_mky",4,"yes","right"
"R_7Pc1bJXVXvVWlIb",2,31,3,"POL_01","online","paid","left.c","conform",10,4,10,10,10,8,9,10,4,6,10,9,"stim_lef_sma_mkn",3,"no","left"
"R_7Pc1bJXVXvVWlIb",2,31,3,"POL_01","online","paid","left.c","conform",10,4,10,10,10,8,9,10,4,6,10,9,"stim_lef_lar_mkn",3,"no","left"
"R_7Pc1bJXVXvVWlIb",2,31,3,"POL_01","online","paid","left.c","conform",10,4,10,10,10,8,9,10,4,6,10,9,"stim_rig_lar_mky",2,"yes","right"
"R_7Pc1bJXVXvVWlIb",2,31,3,"POL_01","online","paid","left.c","conform",10,4,10,10,10,8,9,10,4,6,10,9,"stim_rig_sma_mky",2,"yes","right"
"R_14Pm3KvGlrtC6c1",2,19,4,"TUR_01","online","credit","left.c","demand",2,4,5,5,8,1,1,2,1,1,10,10,"stim_lef_sma_mkn",5,"no","left"
"R_14Pm3KvGlrtC6c1",2,19,4,"TUR_01","online","credit","left.c","demand",2,4,5,5,8,1,1,2,1,1,10,10,"stim_lef_lar_mkn",4,"no","left"
"R_14Pm3KvGlrtC6c1",2,19,4,"TUR_01","online","credit","left.c","demand",2,4,5,5,8,1,1,2,1,1,10,10,"stim_rig_lar_mky",1,"yes","right"
"R_14Pm3KvGlrtC6c1",2,19,4,"TUR_01","online","credit","left.c","demand",2,4,5,5,8,1,1,2,1,1,10,10,"stim_rig_sma_mky",3,"yes","right"
"R_2v7ozcGgEbWx39f",1,75,3,"POL_01","online","paid","left.c","demand",6,3,10,10,8,2,7,6,2,7,3,7,"stim_lef_sma_mkn",1,"no","left"
"R_2v7ozcGgEbWx39f",1,75,3,"POL_01","online","paid","left.c","demand",6,3,10,10,8,2,7,6,2,7,3,7,"stim_lef_lar_mkn",1,"no","left"
"R_2v7ozcGgEbWx39f",1,75,3,"POL_01","online","paid","left.c","demand",6,3,10,10,8,2,7,6,2,7,3,7,"stim_rig_lar_mky",2,"yes","right"
"R_2v7ozcGgEbWx39f",1,75,3,"POL_01","online","paid","left.c","demand",6,3,10,10,8,2,7,6,2,7,3,7,"stim_rig_sma_mky",3,"yes","right"
"R_4W5xFBIVuiimz3b",1,23,4,"POL_01","online","paid","left.c","demand",6,7,5,5,6,7,4,6,4,4,6,4,"stim_lef_sma_mkn",1,"no","left"
"R_4W5xFBIVuiimz3b",1,23,4,"POL_01","online","paid","left.c","demand",6,7,5,5,6,7,4,6,4,4,6,4,"stim_lef_lar_mkn",5,"no","left"
"R_4W5xFBIVuiimz3b",1,23,4,"POL_01","online","paid","left.c","demand",6,7,5,5,6,7,4,6,4,4,6,4,"stim_rig_lar_mky",7,"yes","right"
"R_4W5xFBIVuiimz3b",1,23,4,"POL_01","online","paid","left.c","demand",6,7,5,5,6,7,4,6,4,4,6,4,"stim_rig_sma_mky",7,"yes","right"
"R_4esXKT7vZ8r8Ie4",1,69,4,"POL_01","online","paid","left.c","demand",7,9,9,9,8,7,9,8,5,4,8,9,"stim_lef_sma_mkn",4,"no","left"
"R_4esXKT7vZ8r8Ie4",1,69,4,"POL_01","online","paid","left.c","demand",7,9,9,9,8,7,9,8,5,4,8,9,"stim_lef_lar_mkn",3,"no","left"
"R_4esXKT7vZ8r8Ie4",1,69,4,"POL_01","online","paid","left.c","demand",7,9,9,9,8,7,9,8,5,4,8,9,"stim_rig_lar_mky",3,"yes","right"
"R_4esXKT7vZ8r8Ie4",1,69,4,"POL_01","online","paid","left.c","demand",7,9,9,9,8,7,9,8,5,4,8,9,"stim_rig_sma_mky",3,"yes","right"
"R_2bp1pq2mTQEdsMp",1,65,3,"POL_01","online","paid","left.c","conform",3,5,9,2,5,3,8,10,2,1,5,9,"stim_lef_sma_mkn",3,"no","left"
"R_2bp1pq2mTQEdsMp",1,65,3,"POL_01","online","paid","left.c","conform",3,5,9,2,5,3,8,10,2,1,5,9,"stim_lef_lar_mkn",3,"no","left"
"R_2bp1pq2mTQEdsMp",1,65,3,"POL_01","online","paid","left.c","conform",3,5,9,2,5,3,8,10,2,1,5,9,"stim_rig_lar_mky",2,"yes","right"
"R_2bp1pq2mTQEdsMp",1,65,3,"POL_01","online","paid","left.c","conform",3,5,9,2,5,3,8,10,2,1,5,9,"stim_rig_sma_mky",4,"yes","right"
"R_4iJrSM4WQ6NBIjV",2,37,3,"POL_01","online","paid","left.c","demand",2,2,2,2,2,2,2,4,2,2,2,2,"stim_lef_sma_mkn",5,"no","left"
"R_4iJrSM4WQ6NBIjV",2,37,3,"POL_01","online","paid","left.c","demand",2,2,2,2,2,2,2,4,2,2,2,2,"stim_lef_lar_mkn",3,"no","left"
"R_4iJrSM4WQ6NBIjV",2,37,3,"POL_01","online","paid","left.c","demand",2,2,2,2,2,2,2,4,2,2,2,2,"stim_rig_lar_mky",3,"yes","right"
"R_4iJrSM4WQ6NBIjV",2,37,3,"POL_01","online","paid","left.c","demand",2,2,2,2,2,2,2,4,2,2,2,2,"stim_rig_sma_mky",4,"yes","right"
"R_15yLmrFJobJDwvy",2,62,4,"DNK_01","online","paid","left.c","demand",2,3,3,1,2,5,1,1,1,1,2,1,"stim_lef_sma_mkn",5,"no","left"
"R_15yLmrFJobJDwvy",2,62,4,"DNK_01","online","paid","left.c","demand",2,3,3,1,2,5,1,1,1,1,2,1,"stim_lef_lar_mkn",4,"no","left"
"R_15yLmrFJobJDwvy",2,62,4,"DNK_01","online","paid","left.c","demand",2,3,3,1,2,5,1,1,1,1,2,1,"stim_rig_lar_mky",4,"yes","right"
"R_15yLmrFJobJDwvy",2,62,4,"DNK_01","online","paid","left.c","demand",2,3,3,1,2,5,1,1,1,1,2,1,"stim_rig_sma_mky",3,"yes","right"
"R_4fE6iPCchTfKF1z",1,67,3,"POL_01","online","paid","left.c","conform",9,9,8,8,6,2,9,9,2,5,3,7,"stim_lef_sma_mkn",5,"no","left"
"R_4fE6iPCchTfKF1z",1,67,3,"POL_01","online","paid","left.c","conform",9,9,8,8,6,2,9,9,2,5,3,7,"stim_lef_lar_mkn",6,"no","left"
"R_4fE6iPCchTfKF1z",1,67,3,"POL_01","online","paid","left.c","conform",9,9,8,8,6,2,9,9,2,5,3,7,"stim_rig_lar_mky",5,"yes","right"
"R_4fE6iPCchTfKF1z",1,67,3,"POL_01","online","paid","left.c","conform",9,9,8,8,6,2,9,9,2,5,3,7,"stim_rig_sma_mky",5,"yes","right"
"R_7H1zT4cwORnBaQS",2,26,4,"POL_01","online","paid","left.c","conform",7,3,7,5,6,3,5,8,7,6,4,7,"stim_lef_sma_mkn",4,"no","left"
"R_7H1zT4cwORnBaQS",2,26,4,"POL_01","online","paid","left.c","conform",7,3,7,5,6,3,5,8,7,6,4,7,"stim_lef_lar_mkn",3,"no","left"
"R_7H1zT4cwORnBaQS",2,26,4,"POL_01","online","paid","left.c","conform",7,3,7,5,6,3,5,8,7,6,4,7,"stim_rig_lar_mky",5,"yes","right"
"R_7H1zT4cwORnBaQS",2,26,4,"POL_01","online","paid","left.c","conform",7,3,7,5,6,3,5,8,7,6,4,7,"stim_rig_sma_mky",2,"yes","right"
"R_2wNSH4Lhdo2YpJT",1,79,5,"POL_01","online","paid","left.c","conform",6,6,6,6,6,6,6,6,6,6,6,6,"stim_lef_sma_mkn",2,"no","left"
"R_2wNSH4Lhdo2YpJT",1,79,5,"POL_01","online","paid","left.c","conform",6,6,6,6,6,6,6,6,6,6,6,6,"stim_lef_lar_mkn",2,"no","left"
"R_2wNSH4Lhdo2YpJT",1,79,5,"POL_01","online","paid","left.c","conform",6,6,6,6,6,6,6,6,6,6,6,6,"stim_rig_lar_mky",2,"yes","right"
"R_2wNSH4Lhdo2YpJT",1,79,5,"POL_01","online","paid","left.c","conform",6,6,6,6,6,6,6,6,6,6,6,6,"stim_rig_sma_mky",2,"yes","right"
"R_12SfKKxA5cYUXRV",1,68,3,"POL_01","online","paid","left.c","conform",3,8,3,5,6,8,8,9,3,6,4,5,"stim_lef_sma_mkn",5,"no","left"
"R_12SfKKxA5cYUXRV",1,68,3,"POL_01","online","paid","left.c","conform",3,8,3,5,6,8,8,9,3,6,4,5,"stim_lef_lar_mkn",3,"no","left"
"R_12SfKKxA5cYUXRV",1,68,3,"POL_01","online","paid","left.c","conform",3,8,3,5,6,8,8,9,3,6,4,5,"stim_rig_lar_mky",2,"yes","right"
"R_12SfKKxA5cYUXRV",1,68,3,"POL_01","online","paid","left.c","conform",3,8,3,5,6,8,8,9,3,6,4,5,"stim_rig_sma_mky",3,"yes","right"
"R_2nxsiFfMk1qzEuR",1,57,4,"POL_01","online","paid","left.c","demand",3,2,9,8,8,8,9,7,2,2,9,8,"stim_lef_sma_mkn",4,"no","left"
"R_2nxsiFfMk1qzEuR",1,57,4,"POL_01","online","paid","left.c","demand",3,2,9,8,8,8,9,7,2,2,9,8,"stim_lef_lar_mkn",4,"no","left"
"R_2nxsiFfMk1qzEuR",1,57,4,"POL_01","online","paid","left.c","demand",3,2,9,8,8,8,9,7,2,2,9,8,"stim_rig_lar_mky",1,"yes","right"
"R_2nxsiFfMk1qzEuR",1,57,4,"POL_01","online","paid","left.c","demand",3,2,9,8,8,8,9,7,2,2,9,8,"stim_rig_sma_mky",1,"yes","right"
"R_2PaRKsRZshQWqgM",1,50,3,"POL_01","online","paid","left.c","conform",2,6,4,7,5,5,7,6,7,3,6,6,"stim_lef_sma_mkn",1,"no","left"
"R_2PaRKsRZshQWqgM",1,50,3,"POL_01","online","paid","left.c","conform",2,6,4,7,5,5,7,6,7,3,6,6,"stim_lef_lar_mkn",1,"no","left"
"R_2PaRKsRZshQWqgM",1,50,3,"POL_01","online","paid","left.c","conform",2,6,4,7,5,5,7,6,7,3,6,6,"stim_rig_lar_mky",1,"yes","right"
"R_2PaRKsRZshQWqgM",1,50,3,"POL_01","online","paid","left.c","conform",2,6,4,7,5,5,7,6,7,3,6,6,"stim_rig_sma_mky",1,"yes","right"
"R_2HoyhDhx3kdTaKI",2,54,4,"DNK_01","online","paid","left.c","conform",5,9,8,10,5,5,9,8,1,5,2,6,"stim_lef_sma_mkn",1,"no","left"
"R_2HoyhDhx3kdTaKI",2,54,4,"DNK_01","online","paid","left.c","conform",5,9,8,10,5,5,9,8,1,5,2,6,"stim_lef_lar_mkn",2,"no","left"
"R_2HoyhDhx3kdTaKI",2,54,4,"DNK_01","online","paid","left.c","conform",5,9,8,10,5,5,9,8,1,5,2,6,"stim_rig_lar_mky",2,"yes","right"
"R_2HoyhDhx3kdTaKI",2,54,4,"DNK_01","online","paid","left.c","conform",5,9,8,10,5,5,9,8,1,5,2,6,"stim_rig_sma_mky",2,"yes","right"
"R_1e388M3IevRP83L",1,49,3,"POL_01","online","paid","left.c","demand",5,2,2,2,8,7,8,9,3,4,8,8,"stim_lef_sma_mkn",3,"no","left"
"R_1e388M3IevRP83L",1,49,3,"POL_01","online","paid","left.c","demand",5,2,2,2,8,7,8,9,3,4,8,8,"stim_lef_lar_mkn",2,"no","left"
"R_1e388M3IevRP83L",1,49,3,"POL_01","online","paid","left.c","demand",5,2,2,2,8,7,8,9,3,4,8,8,"stim_rig_lar_mky",3,"yes","right"
"R_1e388M3IevRP83L",1,49,3,"POL_01","online","paid","left.c","demand",5,2,2,2,8,7,8,9,3,4,8,8,"stim_rig_sma_mky",2,"yes","right"
"R_2N9zFVaWiY7DbZT",2,68,5,"POL_01","online","paid","left.c","conform",5,5,5,5,5,5,5,5,5,5,5,5,"stim_lef_sma_mkn",2,"no","left"
"R_2N9zFVaWiY7DbZT",2,68,5,"POL_01","online","paid","left.c","conform",5,5,5,5,5,5,5,5,5,5,5,5,"stim_lef_lar_mkn",2,"no","left"
"R_2N9zFVaWiY7DbZT",2,68,5,"POL_01","online","paid","left.c","conform",5,5,5,5,5,5,5,5,5,5,5,5,"stim_rig_lar_mky",2,"yes","right"
"R_2N9zFVaWiY7DbZT",2,68,5,"POL_01","online","paid","left.c","conform",5,5,5,5,5,5,5,5,5,5,5,5,"stim_rig_sma_mky",2,"yes","right"
"R_5Dr2cb2bIMPT2II",1,72,5,"POL_01","online","paid","left.c","demand",7,5,10,5,9,1,5,9,2,5,8,1,"stim_lef_sma_mkn",3,"no","left"
"R_5Dr2cb2bIMPT2II",1,72,5,"POL_01","online","paid","left.c","demand",7,5,10,5,9,1,5,9,2,5,8,1,"stim_lef_lar_mkn",3,"no","left"
"R_5Dr2cb2bIMPT2II",1,72,5,"POL_01","online","paid","left.c","demand",7,5,10,5,9,1,5,9,2,5,8,1,"stim_rig_lar_mky",3,"yes","right"
"R_5Dr2cb2bIMPT2II",1,72,5,"POL_01","online","paid","left.c","demand",7,5,10,5,9,1,5,9,2,5,8,1,"stim_rig_sma_mky",3,"yes","right"
"R_1Dw1LST4WUfWvle",1,54,5,"POL_01","online","paid","left.c","conform",5,2,10,10,1,6,10,8,4,3,5,8,"stim_lef_sma_mkn",3,"no","left"
"R_1Dw1LST4WUfWvle",1,54,5,"POL_01","online","paid","left.c","conform",5,2,10,10,1,6,10,8,4,3,5,8,"stim_lef_lar_mkn",3,"no","left"
"R_1Dw1LST4WUfWvle",1,54,5,"POL_01","online","paid","left.c","conform",5,2,10,10,1,6,10,8,4,3,5,8,"stim_rig_lar_mky",2,"yes","right"
"R_1Dw1LST4WUfWvle",1,54,5,"POL_01","online","paid","left.c","conform",5,2,10,10,1,6,10,8,4,3,5,8,"stim_rig_sma_mky",2,"yes","right"
"R_7JD7CjS5f6McGRS",1,59,5,"POL_01","online","paid","left.c","conform",1,1,3,10,7,1,3,7,2,5,2,10,"stim_lef_sma_mkn",3,"no","left"
"R_7JD7CjS5f6McGRS",1,59,5,"POL_01","online","paid","left.c","conform",1,1,3,10,7,1,3,7,2,5,2,10,"stim_lef_lar_mkn",4,"no","left"
"R_7JD7CjS5f6McGRS",1,59,5,"POL_01","online","paid","left.c","conform",1,1,3,10,7,1,3,7,2,5,2,10,"stim_rig_lar_mky",3,"yes","right"
"R_7JD7CjS5f6McGRS",1,59,5,"POL_01","online","paid","left.c","conform",1,1,3,10,7,1,3,7,2,5,2,10,"stim_rig_sma_mky",2,"yes","right"
"R_78QYZ01DpQcSpnX",2,59,4,"POL_01","online","paid","left.c","demand",6,1,10,10,5,1,4,6,1,1,1,7,"stim_lef_sma_mkn",5,"no","left"
"R_78QYZ01DpQcSpnX",2,59,4,"POL_01","online","paid","left.c","demand",6,1,10,10,5,1,4,6,1,1,1,7,"stim_lef_lar_mkn",4,"no","left"
"R_78QYZ01DpQcSpnX",2,59,4,"POL_01","online","paid","left.c","demand",6,1,10,10,5,1,4,6,1,1,1,7,"stim_rig_lar_mky",4,"yes","right"
"R_78QYZ01DpQcSpnX",2,59,4,"POL_01","online","paid","left.c","demand",6,1,10,10,5,1,4,6,1,1,1,7,"stim_rig_sma_mky",6,"yes","right"
"R_2EEUPICNyRlBz8H",2,58,4,"POL_01","online","paid","left.c","demand",5,2,10,10,10,1,10,6,1,7,10,1,"stim_lef_sma_mkn",5,"no","left"
"R_2EEUPICNyRlBz8H",2,58,4,"POL_01","online","paid","left.c","demand",5,2,10,10,10,1,10,6,1,7,10,1,"stim_lef_lar_mkn",5,"no","left"
"R_2EEUPICNyRlBz8H",2,58,4,"POL_01","online","paid","left.c","demand",5,2,10,10,10,1,10,6,1,7,10,1,"stim_rig_lar_mky",2,"yes","right"
"R_2EEUPICNyRlBz8H",2,58,4,"POL_01","online","paid","left.c","demand",5,2,10,10,10,1,10,6,1,7,10,1,"stim_rig_sma_mky",2,"yes","right"
"R_2Ka9msTQKWcvtWP",1,54,3,"POL_01","online","paid","left.c","conform",8,6,9,8,6,8,7,8,2,3,6,8,"stim_lef_sma_mkn",5,"no","left"
"R_2Ka9msTQKWcvtWP",1,54,3,"POL_01","online","paid","left.c","conform",8,6,9,8,6,8,7,8,2,3,6,8,"stim_lef_lar_mkn",3,"no","left"
"R_2Ka9msTQKWcvtWP",1,54,3,"POL_01","online","paid","left.c","conform",8,6,9,8,6,8,7,8,2,3,6,8,"stim_rig_lar_mky",3,"yes","right"
"R_2Ka9msTQKWcvtWP",1,54,3,"POL_01","online","paid","left.c","conform",8,6,9,8,6,8,7,8,2,3,6,8,"stim_rig_sma_mky",3,"yes","right"
"R_5EAulKhfviuw8GA",1,24,5,"POL_01","online","paid","left.c","conform",10,5,10,10,9,1,10,10,1,1,5,10,"stim_lef_sma_mkn",1,"no","left"
"R_5EAulKhfviuw8GA",1,24,5,"POL_01","online","paid","left.c","conform",10,5,10,10,9,1,10,10,1,1,5,10,"stim_lef_lar_mkn",3,"no","left"
"R_5EAulKhfviuw8GA",1,24,5,"POL_01","online","paid","left.c","conform",10,5,10,10,9,1,10,10,1,1,5,10,"stim_rig_lar_mky",3,"yes","right"
"R_5EAulKhfviuw8GA",1,24,5,"POL_01","online","paid","left.c","conform",10,5,10,10,9,1,10,10,1,1,5,10,"stim_rig_sma_mky",3,"yes","right"
"R_8XM6XPhi3D7CIMh",2,28,4,"POL_01","online","paid","left.c","demand",1,1,10,3,3,8,3,5,1,1,9,9,"stim_lef_sma_mkn",2,"no","left"
"R_8XM6XPhi3D7CIMh",2,28,4,"POL_01","online","paid","left.c","demand",1,1,10,3,3,8,3,5,1,1,9,9,"stim_lef_lar_mkn",3,"no","left"
"R_8XM6XPhi3D7CIMh",2,28,4,"POL_01","online","paid","left.c","demand",1,1,10,3,3,8,3,5,1,1,9,9,"stim_rig_lar_mky",2,"yes","right"
"R_8XM6XPhi3D7CIMh",2,28,4,"POL_01","online","paid","left.c","demand",1,1,10,3,3,8,3,5,1,1,9,9,"stim_rig_sma_mky",1,"yes","right"
"R_6zuAelAm6DU4wmh",2,66,4,"POL_01","online","paid","left.c","conform",2,5,9,2,5,1,7,8,1,3,5,8,"stim_lef_sma_mkn",5,"no","left"
"R_6zuAelAm6DU4wmh",2,66,4,"POL_01","online","paid","left.c","conform",2,5,9,2,5,1,7,8,1,3,5,8,"stim_lef_lar_mkn",4,"no","left"
"R_6zuAelAm6DU4wmh",2,66,4,"POL_01","online","paid","left.c","conform",2,5,9,2,5,1,7,8,1,3,5,8,"stim_rig_lar_mky",4,"yes","right"
"R_6zuAelAm6DU4wmh",2,66,4,"POL_01","online","paid","left.c","conform",2,5,9,2,5,1,7,8,1,3,5,8,"stim_rig_sma_mky",3,"yes","right"
"R_5okChn2h1pikxbP",2,25,5,"POL_01","online","paid","left.c","demand",4,3,5,1,7,7,10,4,3,1,5,6,"stim_lef_sma_mkn",3,"no","left"
"R_5okChn2h1pikxbP",2,25,5,"POL_01","online","paid","left.c","demand",4,3,5,1,7,7,10,4,3,1,5,6,"stim_lef_lar_mkn",2,"no","left"
"R_5okChn2h1pikxbP",2,25,5,"POL_01","online","paid","left.c","demand",4,3,5,1,7,7,10,4,3,1,5,6,"stim_rig_lar_mky",5,"yes","right"
"R_5okChn2h1pikxbP",2,25,5,"POL_01","online","paid","left.c","demand",4,3,5,1,7,7,10,4,3,1,5,6,"stim_rig_sma_mky",3,"yes","right"
"R_2G1X46TfMzzbxhh",1,32,3,"POL_01","online","paid","left.c","conform",1,1,6,5,4,6,7,7,1,3,5,5,"stim_lef_sma_mkn",4,"no","left"
"R_2G1X46TfMzzbxhh",1,32,3,"POL_01","online","paid","left.c","conform",1,1,6,5,4,6,7,7,1,3,5,5,"stim_lef_lar_mkn",4,"no","left"
"R_2G1X46TfMzzbxhh",1,32,3,"POL_01","online","paid","left.c","conform",1,1,6,5,4,6,7,7,1,3,5,5,"stim_rig_lar_mky",5,"yes","right"
"R_2G1X46TfMzzbxhh",1,32,3,"POL_01","online","paid","left.c","conform",1,1,6,5,4,6,7,7,1,3,5,5,"stim_rig_sma_mky",4,"yes","right"
"R_4B8UBJ06EaNlu9v",1,64,4,"POL_01","online","paid","left.c","conform",2,4,10,4,8,7,10,8,2,3,9,9,"stim_lef_sma_mkn",1,"no","left"
"R_4B8UBJ06EaNlu9v",1,64,4,"POL_01","online","paid","left.c","conform",2,4,10,4,8,7,10,8,2,3,9,9,"stim_lef_lar_mkn",2,"no","left"
"R_4B8UBJ06EaNlu9v",1,64,4,"POL_01","online","paid","left.c","conform",2,4,10,4,8,7,10,8,2,3,9,9,"stim_rig_lar_mky",2,"yes","right"
"R_4B8UBJ06EaNlu9v",1,64,4,"POL_01","online","paid","left.c","conform",2,4,10,4,8,7,10,8,2,3,9,9,"stim_rig_sma_mky",1,"yes","right"
"R_2QDB4ZB27Ua3E3p",2,80,4,"POL_01","online","paid","left.c","demand",6,1,10,10,7,9,10,5,8,1,8,10,"stim_lef_sma_mkn",1,"no","left"
"R_2QDB4ZB27Ua3E3p",2,80,4,"POL_01","online","paid","left.c","demand",6,1,10,10,7,9,10,5,8,1,8,10,"stim_lef_lar_mkn",2,"no","left"
"R_2QDB4ZB27Ua3E3p",2,80,4,"POL_01","online","paid","left.c","demand",6,1,10,10,7,9,10,5,8,1,8,10,"stim_rig_lar_mky",1,"yes","right"
"R_2QDB4ZB27Ua3E3p",2,80,4,"POL_01","online","paid","left.c","demand",6,1,10,10,7,9,10,5,8,1,8,10,"stim_rig_sma_mky",1,"yes","right"
"R_4SBvIZOSguO653N",2,54,5,"POL_01","online","paid","left.c","conform",5,5,10,10,8,3,7,8,2,1,5,9,"stim_lef_sma_mkn",1,"no","left"
"R_4SBvIZOSguO653N",2,54,5,"POL_01","online","paid","left.c","conform",5,5,10,10,8,3,7,8,2,1,5,9,"stim_lef_lar_mkn",1,"no","left"
"R_4SBvIZOSguO653N",2,54,5,"POL_01","online","paid","left.c","conform",5,5,10,10,8,3,7,8,2,1,5,9,"stim_rig_lar_mky",2,"yes","right"
"R_4SBvIZOSguO653N",2,54,5,"POL_01","online","paid","left.c","conform",5,5,10,10,8,3,7,8,2,1,5,9,"stim_rig_sma_mky",1,"yes","right"
"R_3t4q2DbgPRHbVFn",2,29,2,"DNK_01","online","paid","left.c","conform",7,3,6,5,4,2,4,6,7,4,4,6,"stim_lef_sma_mkn",2,"no","left"
"R_3t4q2DbgPRHbVFn",2,29,2,"DNK_01","online","paid","left.c","conform",7,3,6,5,4,2,4,6,7,4,4,6,"stim_lef_lar_mkn",3,"no","left"
"R_3t4q2DbgPRHbVFn",2,29,2,"DNK_01","online","paid","left.c","conform",7,3,6,5,4,2,4,6,7,4,4,6,"stim_rig_lar_mky",1,"yes","right"
"R_3t4q2DbgPRHbVFn",2,29,2,"DNK_01","online","paid","left.c","conform",7,3,6,5,4,2,4,6,7,4,4,6,"stim_rig_sma_mky",2,"yes","right"
"R_2PciXkXHDVvugeN",2,54,3,"DNK_01","online","paid","left.c","demand",6,3,7,1,8,7,9,9,7,1,1,6,"stim_lef_sma_mkn",3,"no","left"
"R_2PciXkXHDVvugeN",2,54,3,"DNK_01","online","paid","left.c","demand",6,3,7,1,8,7,9,9,7,1,1,6,"stim_lef_lar_mkn",2,"no","left"
"R_2PciXkXHDVvugeN",2,54,3,"DNK_01","online","paid","left.c","demand",6,3,7,1,8,7,9,9,7,1,1,6,"stim_rig_lar_mky",3,"yes","right"
"R_2PciXkXHDVvugeN",2,54,3,"DNK_01","online","paid","left.c","demand",6,3,7,1,8,7,9,9,7,1,1,6,"stim_rig_sma_mky",4,"yes","right"
"R_4ZCzfzp2xD6j9jE",1,27,5,"DNK_01","online","paid","left.c","demand",7,6,5,4,3,6,6,6,6,5,6,5,"stim_lef_sma_mkn",3,"no","left"
