"ResponseId","sex","age","attention_check","lab","modality","incentive","orientation","info","prq_g_1","prq_g_2","prq_o_1","prq_o_2","prq_a_1","prq_a_2","prq_p_1","prq_p_2","prq_n_1","prq_n_2","prq_w_1","prq_w_2","trial","value","info.pres","just"
"R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_lar_mky",2,"yes","right"
"R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_sma_mky",1,"yes","right"
"R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_sma_mkn",2,"no","left"
"R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_lar_mkn",3,"no","left"
"R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_lar_mky",2,"yes","right"
"R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_sma_mky",1,"yes","right"
"R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_sma_mkn",1,"no","left"
"R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_lar_mkn",3,"no","left"
"R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_lar_mky",2,"yes","right"
"R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_sma_mky",7,"yes","right"
