pos_m,6.644665461,,pos_s_m,7.116636528,,pos_se,0.4719710669,,pos_sd,2.110718778
neu_m,7.450271248,,neu_s_m,7.914104882,,neu_se,0.4638336347,,neu_sd,2.074327075
neg_m,6.701627486,,neg_s_m,7.157323689,,neg_se,0.4556962025,,neg_sd,2.037935372
,,,,,,,,,,
6.644665461,2.110718778,,,,,,,,,
7.450271248,2.074327075,,,,,,,,,
6.701627486,2.037935372,,,,,,,,,
