"es.id","study.id","ma.id","ma.doi","topic","additional_topic","g","d","sign.dir","N","n1","n2","es.type","comments","Year","Status","Experiment"
"3099","11962al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","45","NA","NA","d","NA","1981","P","N"
"3100","11963al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.34","pos","60","NA","NA","d","NA","1988","P","N"
"3101","11964al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.62","neg","60","NA","NA","d","NA","1988","P","N"
"3102","11965al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","2.14","pos","30","NA","NA","d","NA","1983","P","N"
"3103","11966al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.37","pos","294","NA","NA","d","NA","1982","P","N"
"3104","11967al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.66","pos","104","NA","NA","d","NA","1992","P","N"
"3105","11968al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","118","NA","NA","d","NA","1990","P","N"
"3106","11969al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.4","pos","118","NA","NA","d","NA","1990","P","N"
"3107","11970al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.22","pos","10","NA","NA","d","NA","1988","P","N"
"3108","11971al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.89","neg","38","NA","NA","d","NA","1990","P","N"
"3109","11972al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.68","neg","50","NA","NA","d","NA","1984","P","N"
"3110","11973al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.91","pos","16","NA","NA","d","NA","1987","P","N"
"3111","11974al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","60","NA","NA","d","NA","1987","P","N"
"3112","11975al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","9","NA","NA","d","NA","1976","P","N"
"3113","11976al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","20","NA","NA","d","NA","1994","P","N"
"3114","11977al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","88","NA","NA","d","NA","1979","P","N"
"3115","11978al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","141","NA","NA","d","NA","1994","P","N"
"3116","11979al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","50","NA","NA","d","NA","1995","P","N"
"3117","11980al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","50","NA","NA","d","NA","1995","P","N"
"3118","11981al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.28","neg","35","NA","NA","d","NA","1981","P","N"
"3119","11982al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.54","neg","40","NA","NA","d","NA","1985","P","N"
"3120","11983al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","30","NA","NA","d","NA","1985","P","N"
"3121","11984al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.37","pos","72","NA","NA","d","NA","1980","P","N"
"3122","11985al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","140","NA","NA","d","NA","1980","P","N"
"3123","11986al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","56","NA","NA","d","NA","1982","P","N"
"3124","11987al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.07","pos","62","NA","NA","d","NA","1994","P","N"
"3125","11988al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","30","NA","NA","d","NA","1993","P","N"
"3126","11989al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.58","pos","78","NA","NA","d","NA","1981","P","N"
"3127","11990al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","40","NA","NA","d","NA","1983","P","N"
"3128","11991al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","44","NA","NA","d","NA","1991","P","N"
"3129","11992al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.78","pos","98","NA","NA","d","NA","1977","P","N"
"3130","11993al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.45","pos","72","NA","NA","d","NA","1979","P","N"
"3131","11994al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","72","NA","NA","d","NA","1979","P","N"
"3132","11995al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.07","pos","168","NA","NA","d","NA","1976","P","N"
"3133","11996al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","24","NA","NA","d","NA","1995","P","N"
"3134","11997al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.85","neg","16","NA","NA","d","NA","1992","P","N"
"3135","11998al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","8","NA","NA","d","NA","1992","P","N"
"3136","11999al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","10","NA","NA","d","NA","1996","P","N"
"3137","12000al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.63","pos","10","NA","NA","d","NA","1996","P","N"
"3138","12001al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","56","NA","NA","d","NA","1987","P","N"
"3139","12002al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","36","NA","NA","d","NA","1983","P","N"
"3140","12003al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","null","36","NA","NA","d","NA","1983","P","N"
"3141","12004al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.47","pos","36","NA","NA","d","NA","1980","P","N"
"3142","12005al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.2","neg","36","NA","NA","d","NA","1965","P","N"
"3143","12006al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","39","NA","NA","d","NA","1991","P","N"
"3144","12007al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","39","NA","NA","d","NA","1991","P","N"
"3145","12008al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.41","pos","72","NA","NA","d","NA","1986","P","N"
"3146","12009al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.45","pos","72","NA","NA","d","NA","1986","P","N"
"3147","12010al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.79","pos","20","NA","NA","d","NA","1977","P","N"
"3148","12011al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0.74","pos","40","NA","NA","d","NA","1987","P","N"
"3149","12012al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","36","NA","NA","d","NA","1984","P","N"
"3150","12013al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","0","pos","64","NA","NA","d","NA","1984","P","N"
"3151","12014al","1038g","10.1023/A:1018802521676","Gender differences",NA,"NA","1.48","pos","10","NA","NA","d","NA","1983","P","N"
"3034","11902ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.08","neg","148","64","84","d","NA","1983","P","N"
"3035","11903ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.52","pos","200","87","113","d","NA","1980","P","N"
"3036","11904ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.2","pos","2426","1510","916","d","NA","1996","P","N"
"3037","11905ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.17","pos","392","196","197","d","NA","1965","P","N"
"3038","11906ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.22","pos","5378","2810","2568","d","NA","1964","P","N"
"3039","11907ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.16","neg","228","151","77","d","NA","1998","P","N"
"3040","11908ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.62","pos","120","32","88","d","NA","1998","P","N"
"3041","11909ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.08","pos","90","33","57","d","NA","1998","P","N"
"3042","11910ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.45","pos","452","216","236","d","NA","1998","P","N"
"3043","11911ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","301","200","101","d","NA","1996","P","N"
"3044","11912ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.37","pos","157","52","105","d","NA","1992","P","N"
"3045","11913ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.36","pos","69","10","59","d","NA","1994","P","N"
"3046","11914ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.36","pos","2153","675","1478","d","NA","1994","P","N"
"3047","11915ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","474","192","282","d","NA","1996","P","N"
"3048","11916ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.38","pos","118","50","68","d","NA","1974","P","N"
"3049","11917ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.26","pos","589","340","249","d","NA","1993","P","N"
"3050","11918ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.36","pos","154","49","105","d","NA","1972","P","N"
"3051","11919ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.52","pos","80","64","16","d","NA","1995","P","N"
"3052","11920ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.39","pos","365","179","186","d","NA","1995","P","N"
"3053","11921ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.21","neg","458","112","346","d","NA","1994","P","N"
"3054","11922ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","380","144","236","d","NA","1986","P","N"
"3055","11923ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.54","pos","78","39","40","d","NA","1964","P","N"
"3056","11924ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.45","neg","101","11","90","d","NA","1985","P","N"
"3057","11925ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.07","pos","1669","712","957","d","NA","1996","P","N"
"3058","11926ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","144","72","73","d","NA","1983","P","N"
"3059","11927ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.1","pos","220","78","142","d","NA","1993","P","N"
"3060","11928ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.33","neg","666","335","331","d","NA","1989","P","N"
"3061","11929ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.09","pos","88","45","43","d","NA","1985","P","N"
"3062","11930ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.2","pos","591","236","355","d","NA","1978","P","N"
"3063","11931ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.16","neg","185","109","76","d","NA","1994","P","N"
"3064","11932ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.16","neg","178","112","66","d","NA","1994","P","N"
"3065","11933ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.02","pos","393","231","162","d","NA","1999","P","N"
"3066","11934ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.04","pos","256","127","129","d","NA","1996","P","N"
"3067","11935ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","698","349","349","d","NA","1967","P","N"
"3068","11936ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.23","pos","264","88","176","d","NA","1997","P","N"
"3069","11937ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.13","neg","175","68","107","d","NA","1993","P","N"
"3070","11938ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.16","pos","1793","645","1148","d","NA","1997","P","N"
"3071","11939ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.24","pos","623","280","343","d","NA","1989","P","N"
"3072","11940ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.84","pos","118","52","66","d","NA","1982","P","N"
"3073","11941ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.31","pos","928","400","528","d","NA","1996","P","N"
"3074","11942ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.31","pos","180","90","91","d","NA","1996","P","N"
"3075","11943ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.11","neg","209","117","92","d","NA","1997","P","N"
"3076","11944ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.12","pos","87","36","51","d","NA","1995","P","N"
"3077","11945ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.28","pos","342","144","198","d","NA","1995","P","N"
"3078","11946ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.37","pos","112","44","68","d","NA","1972","P","N"
"3079","11947ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0","null","402","165","237","d","NA","1975","P","N"
"3080","11948ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.29","pos","282","130","152","d","NA","1997","P","N"
"3081","11949ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.34","pos","128","84","44","d","NA","1986","P","N"
"3082","11950ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.3","pos","270","135","135","d","NA","1993","P","N"
"3083","11951ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.36","pos","102","45","57","d","NA","1995","P","N"
"3084","11952ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.24","pos","102","49","53","d","NA","1996","P","N"
"3085","11953ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.53","pos","146","74","72","d","NA","1996","P","N"
"3086","11954ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.12","neg","443","218","225","d","NA","1973","P","N"
"3087","11914ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.73","pos","2153","675","1478","d","NA","1994","P","N"
"3088","11955ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.26","pos","564","189","375","d","NA","1992","P","N"
"3089","11956ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.12","pos","460","294","166","d","NA","1972","P","N"
"3090","11934ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.31","pos","256","127","129","d","NA","1996","P","N"
"3091","11936ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.29","pos","264","88","176","d","NA","1997","P","N"
"3092","11937ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.44","pos","175","68","107","d","NA","1993","P","N"
"3093","11957ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.26","pos","375","215","160","d","NA","1994","P","N"
"3094","11958ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.33","pos","152","57","95","d","NA","1994","P","N"
"3095","11945ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.03","neg","486","144","342","d","NA","1995","P","N"
"3096","11959ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.37","pos","131","58","73","d","NA","1995","P","N"
"3097","11960ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.07","pos","189","107","82","d","NA","1968","P","N"
"3098","11961ak","1037g","10.1023/A:1018863909149","Gender differences","Attitude","NA","0.18","pos","330","159","171","d","NA","1997","P","N"
"2782","11751ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.53","neg","NA","NA","NA","d","NA","1984","P","Y"
"2783","11751ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.02","pos","NA","NA","NA","d","NA","1984","P","Y"
"2784","11751ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.47","neg","NA","NA","NA","d","NA","1984","P","Y"
"2785","11752ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.82","pos","NA","NA","NA","d","NA","1984","P","Y"
"2786","11752ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.5","neg","NA","NA","NA","d","NA","1984","P","Y"
"2787","11752ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.75","pos","NA","NA","NA","d","NA","1984","P","Y"
"2788","11753ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.29","neg","NA","NA","NA","d","NA","1984","P","Y"
"2789","11753ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.16","neg","NA","NA","NA","d","NA","1984","P","Y"
"2790","11754ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.69","pos","NA","NA","NA","d","NA","1984","P","Y"
"2791","11754ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.05","pos","NA","NA","NA","d","NA","1984","P","Y"
"2792","11755ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.07","neg","NA","NA","NA","d","NA","1994","P","Y"
"2793","11756ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.86","pos","NA","NA","NA","d","NA","1994","P","Y"
"2794","11757ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.37","pos","NA","NA","NA","d","NA","1992","P","Y"
"2795","11758ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.82","pos","NA","NA","NA","d","NA","1986","P","Y"
"2796","11758ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.58","neg","NA","NA","NA","d","NA","1986","P","Y"
"2797","11758ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.04","pos","NA","NA","NA","d","NA","1986","P","Y"
"2798","11759ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.12","pos","NA","NA","NA","d","NA","1986","P","Y"
"2799","11759ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.42","neg","NA","NA","NA","d","NA","1986","P","Y"
"2800","11759ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.12","pos","NA","NA","NA","d","NA","1986","P","Y"
"2801","11760ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.3","neg","NA","NA","NA","d","NA","1986","P","Y"
"2802","11760ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.42","pos","NA","NA","NA","d","NA","1986","P","Y"
"2803","11760ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.34","neg","NA","NA","NA","d","NA","1986","P","Y"
"2804","11761ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.28","pos","NA","NA","NA","d","NA","1998","P","Y"
"2805","11761ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.48","neg","NA","NA","NA","d","NA","1998","P","Y"
"2806","11761ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.66","pos","NA","NA","NA","d","NA","1998","P","Y"
"2807","11762ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.22","pos","NA","NA","NA","d","NA","1985","P","Y"
"2808","11763ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.35","neg","NA","NA","NA","d","NA","1983","P","Y"
"2809","11763ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.6","neg","NA","NA","NA","d","NA","1983","P","Y"
"2810","11763ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.18","pos","NA","NA","NA","d","NA","1983","P","Y"
"2811","11764ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.54","pos","NA","NA","NA","d","NA","1995","P","Y"
"2812","11764ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.51","neg","NA","NA","NA","d","NA","1995","P","Y"
"2813","11764ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.5","pos","NA","NA","NA","d","NA","1995","P","Y"
"2814","11765ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.58","pos","NA","NA","NA","d","NA","1998","P","Y"
"2815","11765ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.92","pos","NA","NA","NA","d","NA","1998","P","Y"
"2816","11766ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.73","pos","NA","NA","NA","d","NA","1998","P","Y"
"2817","11766ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.14","pos","NA","NA","NA","d","NA","1998","P","Y"
"2818","11767ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.06","neg","NA","NA","NA","d","NA","1991","P","Y"
"2819","11768ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.23","pos","NA","NA","NA","d","NA","1994","P","Y"
"2820","11769ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.15","pos","NA","NA","NA","d","NA","1980","P","Y"
"2821","11770ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.21","neg","NA","NA","NA","d","NA","1980","P","Y"
"2822","11770ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.36","pos","NA","NA","NA","d","NA","1980","P","Y"
"2823","11771ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.08","pos","NA","NA","NA","d","NA","1977","P","Y"
"2824","11771ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.68","neg","NA","NA","NA","d","NA","1977","P","Y"
"2825","11771ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.58","pos","NA","NA","NA","d","NA","1977","P","Y"
"2826","11772ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.57","pos","NA","NA","NA","d","NA","1988","P","Y"
"2827","11773ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.74","neg","NA","NA","NA","d","NA","1997","P","Y"
"2828","11774ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.62","neg","NA","NA","NA","d","NA","1997","P","Y"
"2829","11774ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.65","pos","NA","NA","NA","d","NA","1997","P","Y"
"2830","11775ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.4","neg","NA","NA","NA","d","NA","1983","P","Y"
"2831","11775ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.22","neg","NA","NA","NA","d","NA","1983","P","Y"
"2832","11775ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.38","neg","NA","NA","NA","d","NA","1983","P","Y"
"2833","11776ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.03","pos","NA","NA","NA","d","NA","1983","P","Y"
"2834","11776ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.22","neg","NA","NA","NA","d","NA","1983","P","Y"
"2835","11776ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.6","pos","NA","NA","NA","d","NA","1983","P","Y"
"2836","11777ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.81","neg","NA","NA","NA","d","NA","1975","P","Y"
"2837","11777ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.59","pos","NA","NA","NA","d","NA","1975","P","Y"
"2838","11778ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.8","pos","NA","NA","NA","d","NA","1975","P","Y"
"2839","11779ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.6","pos","NA","NA","NA","d","NA","1975","P","Y"
"2840","11780ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","1.04","pos","NA","NA","NA","d","NA","1997","P","Y"
"2841","11781ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.82","pos","NA","NA","NA","d","NA","1978","P","Y"
"2842","11781ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","2.2","neg","NA","NA","NA","d","NA","1978","P","Y"
"2843","11782ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.51","pos","NA","NA","NA","d","NA","1995","P","Y"
"2844","11783ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.35","neg","NA","NA","NA","d","NA","1993","U","Y"
"2845","11784ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.36","pos","NA","NA","NA","d","NA","1993","P","Y"
"2846","11785ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.32","pos","NA","NA","NA","d","NA","1993","U","Y"
"2847","11786ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.12","pos","NA","NA","NA","d","NA","1991","P","Y"
"2848","11787ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0.42","pos","NA","NA","NA","d","NA","1991","P","Y"
"2849","11788ah","1034g","10.1037/0022-3514.78.5.889","Interpersonal Relationships",NA,"NA","0","null","NA","NA","NA","d","NA","1990","U","Y"
"2850","11789ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","2.01","pos","80","NA","NA","d","NA","1984","P","Y"
"2851","11790ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.69","pos","84","NA","NA","d","NA","1976","P","Y"
"2852","11791ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.65","pos","120","NA","NA","d","NA","1983","P","Y"
"2853","11792ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.4","pos","66","NA","NA","d","NA","1962","P","Y"
"2854","11793ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.35","pos","16","NA","NA","d","NA","1976","P","Y"
"2855","11794ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.27","pos","160","NA","NA","d","NA","1984","P","Y"
"2856","11795ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.22","pos","60","NA","NA","d","NA","1968","P","Y"
"2857","11796ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.12","pos","16","NA","NA","d","NA","1975","P","Y"
"2858","11797ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.1","pos","18","NA","NA","d","NA","1967","P","Y"
"2859","11798ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.06","pos","16","NA","NA","d","NA","1963","P","Y"
"2860","11799ai","1035g","10.1037//0022-3514.78.4.670","Antisocial Behaviors",NA,"NA","1.06","pos","158","NA","NA","d","NA","1976","P","Y"
