"es.id","study.id","ma.id","ma.doi","topic","additional_topic","g","d","sign.dir","N","n1","n2","es.type","comments","Year","Status","Experiment"
"6124",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.38","NA","pos","60","30","30","g","NA","2004","P","N"
"6125",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.35","NA","neg","68","38","30","g","NA","2004","P","N"
"6126",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"2.04","NA","pos","30","15","15","g","NA","1988","P","N"
"6127",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.18","NA","neg","60","30","30","g","NA","1988","P","N"
"6128",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.27","NA","neg","294","222","72","g","NA","1982","P","N"
"6129",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","607","309","298","g","NA","1979","P","N"
"6130",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.62","NA","neg","32","16","16","g","NA","1990","P","N"
"6131",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.6","NA","neg","104","61","43","g","NA","1992","P","N"
"6132",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.56999999999999995","NA","neg","104","61","43","g","NA","1992","P","N"
"6133",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","118","59","59","g","NA","1990","P","N"
"6134",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","10","5","5","g","NA","1988","P","N"
"6135",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.17","NA","pos","76","47","29","g","NA","1998","P","N"
"6136",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.61","NA","neg","78","49","29","g","NA","1998","P","N"
"6137",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.87","NA","pos","24","12","12","g","NA","1976","P","N"
"6138",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","36","18","18","g","NA","1979","P","N"
"6139",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","16","8","8","g","NA","1990","P","N"
"6140",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","96","48","48","g","NA","1981","P","N"
"6141",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.1499999999999999","NA","pos","20","10","10","g","NA","1984","P","N"
"6142",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.64","NA","neg","120","60","60","g","NA","1989","P","N"
"6143",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.9","NA","neg","48","24","24","g","NA","1988","P","N"
"6144",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.54300000000000004","NA","pos","88","44","44","g","NA","1979","P","N"
"6145",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.34899999999999998","NA","pos","39","19","20","g","NA","1969","P","N"
"6146",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","74","37","37","g","NA","1978","P","N"
"6147",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1999","P","N"
"6148",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.7","NA","pos","98","59","39","g","NA","1999","P","N"
"6149",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32600000000000001","NA","pos","108","54","54","g","NA","1962","P","N"
"6150",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","20","10","10","g","NA","1984","P","N"
"6151",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.2","NA","pos","20","10","10","g","NA","1984","P","N"
"6152",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","141","71","70","g","NA","1994","P","N"
"6153",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.86","NA","neg","50","25","25","g","NA","1995","P","N"
"6154",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.84","NA","neg","71","37","34","g","NA","1982","P","N"
"6155",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.36","NA","neg","128","64","64","g","NA","1988","P","N"
"6156",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","144","72","72","g","NA","1981","P","N"
"6157",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","144","72","72","g","NA","1981","P","N"
"6158",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.46","NA","neg","30","15","15","g","NA","1985","P","N"
"6159",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","152","76","76","g","NA","1987","P","N"
"6160",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","56","28","28","g","NA","1982","P","N"
"6161",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.91","NA","neg","78","39","39","g","NA","1981","P","N"
"6162",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.69","NA","pos","60","30","30","g","NA","1976","P","N"
"6163",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.62","NA","neg","96","48","48","g","NA","1970","P","N"
"6164",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6165",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6166",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.8","NA","neg","10","5","5","g","NA","1996","P","N"
"6167",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","44","22","22","g","NA","1991","P","N"
"6168",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","44","22","22","g","NA","1991","P","N"
"6169",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.12","NA","neg","24","12","12","g","NA","1977","P","N"
"6170",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.18","NA","neg","24","12","12","g","NA","1977","P","N"
"6171",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","47","27","20","g","NA","2003","P","N"
"6172",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.6","NA","neg","47","27","20","g","NA","2003","P","N"
"6173",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6174",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.03","NA","neg","108","54","54","g","NA","1989","P","N"
"6175",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.35","NA","neg","108","54","54","g","NA","1989","P","N"
"6176",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.59","NA","neg","72","36","36","g","NA","1979","P","N"
"6177",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.27","NA","neg","168","72","96","g","NA","1976","P","N"
"6178",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.27","NA","neg","40","20","20","g","NA","1992","P","N"
"6179",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.97","NA","neg","114","57","57","g","NA","1985","P","N"
"6180",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.49","NA","pos","97","50","47","g","NA","2000","P","N"
"6181",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.36","NA","pos","42","21","21","g","NA","2003","P","N"
"6182",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.09","NA","pos","36","18","18","g","NA","1981","P","N"
"6183",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.16","NA","pos","40","20","20","g","NA","1998","P","N"
"6184",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","44","22","22","g","NA","1966","P","N"
"6185",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.69","NA","neg","44","22","22","g","NA","1966","P","N"
"6186",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","100","57","43","g","NA","1984","P","N"
"6187",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6188",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.7","NA","neg","28","14","14","g","NA","2001","P","N"
"6189",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","36","18","18","g","NA","1965","P","N"
"6190",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","26","13","13","g","NA","1991","P","N"
"6191",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.78","NA","neg","26","13","13","g","NA","1991","P","N"
"6192",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","76","38","38","g","NA","1996","P","N"
"6193",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.52","NA","pos","80","40","40","g","NA","1982","P","N"
"6194",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.28000000000000003","NA","pos","20","10","10","g","NA","1995","P","N"
"6195",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1","NA","neg","40","20","20","g","NA","1995","P","N"
"6196",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"2.14","NA","neg","36","18","18","g","NA","1966","P","N"
"6197",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.6","NA","neg","36","18","18","g","NA","1966","P","N"
"6198",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.59","NA","neg","32","16","16","g","NA","1986","P","N"
"6199",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.74","NA","pos","26","16","10","g","NA","1982","P","N"
"6200",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.79","NA","pos","32","16","16","g","NA","1989","P","N"
"6201",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.5","NA","pos","32","16","16","g","NA","1989","P","N"
"6202",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.53","NA","pos","32","16","16","g","NA","1989","P","N"
"6203",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.91","NA","pos","32","16","16","g","NA","1989","P","N"
"6204",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.18","NA","pos","64","32","32","g","NA","1989","P","N"
"6205",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.35","NA","pos","64","32","32","g","NA","1989","P","N"
"6206",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.16","NA","neg","64","32","32","g","NA","1989","P","N"
"6207",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","neg","64","32","32","g","NA","1989","P","N"
"6208",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.26","NA","pos","64","32","32","g","NA","1989","P","N"
"6209",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.1599999999999999","NA","pos","64","32","32","g","NA","1989","P","N"
"6210",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6211",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6212",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.63","NA","neg","10","5","5","g","NA","1988","P","N"
"6213",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.28999999999999998","NA","pos","96","48","48","g","NA","1981","P","N"
"6214",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.21","NA","neg","104","54","50","g","NA","1998","P","N"
"6215",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.9","NA","pos","48","24","24","g","NA","1976","P","N"
"6216",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","48","24","24","g","NA","1978","P","N"
"6217",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","88","44","44","g","NA","1979","P","N"
"6218",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","168","84","84","g","NA","1985","P","N"
"6219",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","168","84","84","g","NA","1985","P","N"
"6220",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1999","P","N"
"6221",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.15","NA","pos","158","79","79","g","NA","1987","P","N"
"6222",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.44","NA","pos","98","59","39","g","NA","1999","P","N"
"6223",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.33","NA","pos","108","54","54","g","NA","1962","P","N"
"6224",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","141","71","70","g","NA","1994","P","N"
"6225",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.39","NA","pos","40","20","20","g","NA","1998","P","N"
"6226",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.85","NA","pos","50","25","25","g","NA","1995","P","N"
"6227",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.75","NA","neg","50","25","25","g","NA","1995","P","N"
"6228",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.47","NA","pos","38","22","16","g","NA","2000","P","N"
"6229",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.01","NA","neg","38","22","16","g","NA","2000","P","N"
"6230",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.12","NA","neg","50","33","17","g","NA","2000","P","N"
"6231",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","neg","50","33","17","g","NA","2000","P","N"
"6232",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.7","NA","neg","71","37","34","g","NA","1982","P","N"
"6233",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","30","15","15","g","NA","1985","P","N"
"6234",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","36","18","18","g","NA","1995","P","N"
"6235",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.92","NA","pos","36","18","18","g","NA","1995","P","N"
"6236",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","36","18","18","g","NA","1995","P","N"
"6237",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.08","NA","neg","36","18","18","g","NA","1995","P","N"
"6238",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.47","NA","pos","44","25","19","g","NA","1998","P","N"
"6239",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.28000000000000003","NA","neg","48","24","24","g","NA","1998","P","N"
"6240",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.37","NA","pos","18","9","9","g","NA","1963","P","N"
"6241",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.13","NA","pos","18","9","9","g","NA","1963","P","N"
"6242",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32","NA","pos","78","39","39","g","NA","1981","P","N"
"6243",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.05","NA","neg","78","39","39","g","NA","1981","P","N"
"6244",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6245",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","44","22","22","g","NA","1991","P","N"
"6246",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.78","NA","pos","120","60","60","g","NA","1981","P","N"
"6247",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.14000000000000001","NA","neg","120","60","60","g","NA","1981","P","N"
"6248",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.04","NA","neg","40","20","20","g","NA","1995","P","N"
"6249",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.76","NA","neg","20","10","10","g","NA","1995","P","N"
"6250",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","neg","34","17","17","g","NA","1995","P","N"
"6251",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.5","NA","neg","34","17","17","g","NA","1995","P","N"
"6252",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6253",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.08","NA","neg","72","36","36","g","NA","1979","P","N"
"6254",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.62","NA","pos","152","76","76","g","NA","1978","P","N"
"6255",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.52","NA","pos","152","76","76","g","NA","1978","P","N"
"6256",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1992","P","N"
"6257",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1992","P","N"
"6258",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","84","42","42","g","NA","2003","P","N"
"6259",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32","NA","neg","40","20","20","g","NA","1998","P","N"
"6260",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.7","NA","pos","56","28","28","g","NA","1987","P","N"
"6261",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.74","NA","pos","72","36","36","g","NA","1983","P","N"
"6262",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","74","37","37","g","NA","1987","P","N"
"6263",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.06","NA","neg","120","60","60","g","NA","1991","P","N"
"6264",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","26","13","13","g","NA","1991","P","N"
"6265",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","26","13","13","g","NA","1991","P","N"
"6266",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.1","NA","neg","556","278","278","g","NA","1996","P","N"
"6267",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","556","278","278","g","NA","1996","P","N"
"6268",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","76","38","38","g","NA","1996","P","N"
"6269",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","76","38","38","g","NA","1996","P","N"
"6270",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.15","NA","pos","38","19","19","g","NA","1997","P","N"
"6271",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.31","NA","pos","20","10","10","g","NA","1995","P","N"
"6272",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.78","NA","pos","40","20","20","g","NA","1995","P","N"
"6273",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.67","NA","pos","32","16","16","g","NA","1986","P","N"
"6274",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","56","28","28","g","NA","1983","P","N"
"6275",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.48","NA","pos","64","32","32","g","NA","1983","P","N"
"6276",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.01","NA","neg","128","64","64","g","NA","1980","P","N"
"6277",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.03","NA","pos","60","30","30","g","NA","2004","P","N"
"6278",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.79","NA","pos","68","30","38","g","NA","2004","P","N"
"6279",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.86","NA","pos","32","16","16","g","NA","1989","P","N"
"6280",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32","NA","neg","64","32","32","g","NA","1989","P","N"
"6281",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.27","NA","pos","32","16","16","g","NA","1989","P","N"
"6282",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6283",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.0900000000000001","NA","pos","32","16","16","g","NA","1989","P","N"
"6284",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.26","NA","neg","64","32","32","g","NA","1989","P","N"
"6285",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.82","NA","pos","32","16","16","g","NA","1989","P","N"
"6286",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.14000000000000001","NA","neg","64","32","32","g","NA","1989","P","N"
"6287",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6288",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.64","NA","pos","64","32","32","g","NA","1989","P","N"
"6289",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6290",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6291",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.63","NA","pos","10","5","5","g","NA","1988","P","N"
"6292",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.63","NA","pos","10","5","5","g","NA","1988","P","N"
"6293",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.41","NA","pos","120","60","60","g","NA","1989","P","N"
"6294",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.48","NA","pos","48","24","24","g","NA","1976","P","N"
"6295",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.56000000000000005","NA","neg","48","24","24","g","NA","1978","P","N"
"6296",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","pos","168","84","84","g","NA","1985","P","N"
"6297",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","pos","168","84","84","g","NA","1985","P","N"
"6298",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.21","NA","pos","168","84","84","g","NA","1985","P","N"
"6299",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.37","NA","pos","158","79","79","g","NA","1987","P","N"
"6300",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.08","NA","pos","158","79","79","g","NA","1987","P","N"
"6301",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.39","NA","neg","58","29","29","g","NA","1993","P","N"
"6302",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.33","NA","pos","108","54","54","g","NA","1962","P","N"
"6303",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.08","NA","neg","72","36","36","g","NA","1962","P","N"
"6304",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32","NA","neg","20","10","10","g","NA","1984","P","N"
"6305",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.32","NA","pos","20","10","10","g","NA","1984","P","N"
"6306",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.71","NA","pos","50","25","25","g","NA","1995","P","N"
"6307",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.52","NA","pos","38","16","22","g","NA","2000","P","N"
"6308",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.15","NA","neg","50","17","33","g","NA","2000","P","N"
"6309",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","152","76","76","g","NA","1987","P","N"
"6310",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","44","19","25","g","NA","1998","P","N"
"6311",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.13","NA","pos","44","19","25","g","NA","1998","P","N"
"6312",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.14000000000000001","NA","pos","48","24","24","g","NA","1998","P","N"
"6313",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.28999999999999998","NA","neg","48","24","24","g","NA","1998","P","N"
"6314",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","64","32","32","g","NA","1989","P","N"
"6315",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.12","NA","pos","18","9","9","g","NA","1963","P","N"
"6316",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.04","NA","pos","18","9","9","g","NA","1963","P","N"
"6317",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.19","NA","neg","78","39","39","g","NA","1981","P","N"
"6318",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.13","NA","neg","78","39","39","g","NA","1981","P","N"
"6319",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.05","NA","neg","78","39","39","g","NA","1981","P","N"
"6320",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.28000000000000003","NA","neg","78","39","39","g","NA","1981","P","N"
"6321",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.72","NA","pos","74","37","37","g","NA","1997","P","N"
"6322",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.62","NA","neg","74","37","37","g","NA","1997","P","N"
"6323",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"1.03","NA","neg","74","37","37","g","NA","1997","P","N"
"6324",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.73","NA","neg","74","37","37","g","NA","1997","P","N"
"6325",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1983","P","N"
"6326",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.46","NA","pos","24","12","12","g","NA","1988","P","N"
"6327",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.11","NA","pos","48","24","24","g","NA","1988","P","N"
"6328",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.36","NA","pos","168","72","96","g","NA","1976","P","N"
"6329",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.38","NA","pos","168","72","96","g","NA","1976","P","N"
"6330",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.46","NA","pos","168","72","96","g","NA","1976","P","N"
"6331",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.03","NA","neg","168","72","96","g","NA","1976","P","N"
"6332",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.25","NA","neg","36","18","18","g","NA","1987","P","N"
"6333",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.6","NA","neg","36","18","18","g","NA","1987","P","N"
"6334",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.3","NA","pos","36","18","18","g","NA","1987","P","N"
"6335",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.57999999999999996","NA","pos","152","76","76","g","NA","1978","P","N"
"6336",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.36","NA","pos","152","76","76","g","NA","1978","P","N"
"6337",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.46","NA","pos","152","76","76","g","NA","1978","P","N"
"6338",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.26","NA","pos","152","76","76","g","NA","1978","P","N"
"6339",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1992","P","N"
"6340",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0","NA","null","40","20","20","g","NA","1992","P","N"
"6341",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.6","NA","pos","114","57","57","g","NA","1985","P","N"
"6342",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.34","NA","pos","42","21","21","g","NA","2003","P","N"
"6343",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.04","NA","neg","36","18","18","g","NA","1981","P","N"
"6344",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.05","NA","pos","36","18","18","g","NA","1981","P","N"
"6345",NA,"2225g","10.1177/1088868307302221","Gender differences",NA,"0.2","NA","neg","40","20","20","g","NA","1998","P","N"
